"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"142","neurons","astrocytes","FGF9","FGFR1",0.000212211538758944,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"143","neurons","endothelial","FGF9","FGFR1",2.52855587627576e-05,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"144","neurons","neurons","FGF9","FGFR1",5.21841646444748e-05,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"145","neurons","OPC","FGF9","FGFR1",2.92089348132038e-05,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"146","neurons","astrocytes","FGF9","FGFR2",0.000462453917773637,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"147","neurons","oligodendrocytes","FGF9","FGFR2",0.000672945878768831,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"148","neurons","astrocytes","FGF9","FGFR3",0.00104645523704124,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"149","astrocytes","OPC","PDGFA","PDGFRA",0.00128630243774216,0.01,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"150","endothelial","OPC","PDGFA","PDGFRA",0.0021703905432509,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"151","microglia","OPC","PDGFA","PDGFRA",0.00598131091622235,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"152","neurons","OPC","PDGFA","PDGFRA",0.00733310555477965,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"153","oligodendrocytes","OPC","PDGFA","PDGFRA",0.00655200247626823,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"154","OPC","OPC","PDGFA","PDGFRA",0.000295761267255269,0.01,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"155","astrocytes","astrocytes","PDGFA","PDGFRB",0.000234803908813902,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"156","endothelial","astrocytes","PDGFA","PDGFRB",0.00039684242017129,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"157","microglia","astrocytes","PDGFA","PDGFRB",0.00109618342945911,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"158","neurons","astrocytes","PDGFA","PDGFRB",0.00134546566750677,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"159","oligodendrocytes","astrocytes","PDGFA","PDGFRB",0.00120203935014038,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"160","microglia","endothelial","PDGFA","PDGFRB",0.00030239784633454,0.02,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"161","neurons","endothelial","PDGFA","PDGFRB",0.000371220362756032,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"162","oligodendrocytes","endothelial","PDGFA","PDGFRB",0.000331644444683911,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"163","microglia","endothelial","PDGFB","PDGFRA",1.5882501796989e-05,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"164","microglia","OPC","PDGFB","PDGFRA",0.00575985392705817,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"165","microglia","astrocytes","PDGFB","PDGFRB",0.00105539934898614,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"166","microglia","endothelial","PDGFB","PDGFRB",0.000291139988598724,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"167","astrocytes","endothelial","PDGFC","PDGFRA",1.83613443958394e-05,0.01,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"168","OPC","endothelial","PDGFC","PDGFRA",1.18248299798267e-05,0.02,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"169","astrocytes","OPC","PDGFC","PDGFRA",0.00665270736747367,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"170","OPC","OPC","PDGFC","PDGFRA",0.00429429671124725,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"171","astrocytes","endothelial","VEGFA","FLT1",0.00138442973724654,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"172","microglia","endothelial","VEGFA","FLT1",7.79227625639879e-05,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"173","OPC","endothelial","VEGFA","FLT1",0.00132774538714881,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"174","astrocytes","microglia","VEGFA","FLT1",0.000650251390086543,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"175","microglia","microglia","VEGFA","FLT1",3.65740871348258e-05,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"176","OPC","microglia","VEGFA","FLT1",0.000623608603679276,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"177","astrocytes","OPC","VEGFA","FLT1",2.37176558824064e-06,0.04,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"178","astrocytes","endothelial","VEGFA","KDR",6.71072070060335e-06,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"179","microglia","endothelial","VEGFA","KDR",3.77222433332556e-07,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"180","OPC","endothelial","VEGFA","KDR",6.43559216473376e-06,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"181","astrocytes","endothelial","VEGFB","FLT1",8.9182829728762e-05,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"182","neurons","endothelial","VEGFB","FLT1",0.000185096792440697,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"183","astrocytes","microglia","VEGFB","FLT1",4.185939985817e-05,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"184","neurons","microglia","VEGFB","FLT1",8.68825878715289e-05,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"185","astrocytes","endothelial","VEGFA","FLT1_KDR",9.70273417787328e-05,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"186","microglia","endothelial","VEGFA","FLT1_KDR",5.45455722809709e-06,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"187","OPC","endothelial","VEGFA","FLT1_KDR",9.3049724545731e-05,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"188","neurons","astrocytes","IGF1","IGF1R",0.0017976063000478,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"189","neurons","endothelial","IGF1","IGF1R",0.00495425691058852,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"190","neurons","neurons","IGF1","IGF1R",0.00158770974684192,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"191","microglia","astrocytes","IGF1","ITGA6_ITGB4",1.86086378186249e-05,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"192","neurons","astrocytes","IGF1","ITGA6_ITGB4",0.00084077267579955,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"193","microglia","microglia","CCL3","CCR1",0.00302938050818073,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"194","OPC","microglia","CCL3","CCR1",2.43370469586211e-05,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"195","microglia","microglia","CCL3L1","CCR1",5.58083738325166e-06,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"196","astrocytes","microglia","CCL4","CCR5",9.66722181421078e-06,0,"CCL4_CCR5","CCL4 - CCR5","CCL","Secreted Signaling","KEGG: hsa04060"
"197","microglia","microglia","CCL4","CCR5",0.00573447254884366,0,"CCL4_CCR5","CCL4 - CCR5","CCL","Secreted Signaling","KEGG: hsa04060"
"198","OPC","microglia","CCL4","CCR5",9.45685222749502e-05,0,"CCL4_CCR5","CCL4 - CCR5","CCL","Secreted Signaling","KEGG: hsa04060"
"199","microglia","microglia","CCL3","CCR5",0.0052820977338775,0,"CCL3_CCR5","CCL3 - CCR5","CCL","Secreted Signaling","KEGG: hsa04060"
"200","OPC","microglia","CCL3","CCR5",4.25299635421344e-05,0,"CCL3_CCR5","CCL3 - CCR5","CCL","Secreted Signaling","KEGG: hsa04060"
"201","endothelial","microglia","CXCL12","CXCR4",4.15840236122439e-05,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"202","microglia","microglia","CXCL12","CXCR4",1.76608712362588e-06,0.01,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"203","endothelial","microglia","CX3CL1","CX3CR1",0.000594376561122424,0,"CX3CL1_CX3CR1","CX3CL1 - CX3CR1","CX3C","Secreted Signaling","KEGG: hsa04060"
"204","neurons","microglia","CX3CL1","CX3CR1",0.000247638555407398,0,"CX3CL1_CX3CR1","CX3CL1 - CX3CR1","CX3C","Secreted Signaling","KEGG: hsa04060"
"205","endothelial","endothelial","IL6","IL6R_IL6ST",0.000358438942274287,0,"IL6_IL6R_IL6ST","IL6 - (IL6R+IL6ST)","IL6","Secreted Signaling","KEGG: hsa04060"
"206","endothelial","microglia","IL6","IL6R_IL6ST",0.0080991979210009,0,"IL6_IL6R_IL6ST","IL6 - (IL6R+IL6ST)","IL6","Secreted Signaling","KEGG: hsa04060"
"207","endothelial","OPC","IL6","IL6R_IL6ST",0.00243762507641783,0,"IL6_IL6R_IL6ST","IL6 - (IL6R+IL6ST)","IL6","Secreted Signaling","KEGG: hsa04060"
"208","astrocytes","microglia","CSF1","CSF1R",0.000129485651773622,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"209","endothelial","microglia","CSF1","CSF1R",0.00104174162036511,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"210","astrocytes","OPC","CSF1","CSF1R",1.73772881879006e-06,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"211","endothelial","OPC","CSF1","CSF1R",1.39930204751942e-05,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"212","endothelial","endothelial","SPP1","CD44",6.69804259996543e-08,0.01,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"213","microglia","endothelial","SPP1","CD44",0.000423209748021783,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"214","oligodendrocytes","endothelial","SPP1","CD44",0.000292486654964808,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"215","OPC","endothelial","SPP1","CD44",0.000105681828393896,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"216","microglia","astrocytes","SPP1","ITGAV_ITGB1",0.028974461080266,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"217","oligodendrocytes","astrocytes","SPP1","ITGAV_ITGB1",0.0202029342103466,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"218","OPC","astrocytes","SPP1","ITGAV_ITGB1",0.00739381213273524,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"219","microglia","endothelial","SPP1","ITGAV_ITGB1",0.0197839259128825,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"220","oligodendrocytes","endothelial","SPP1","ITGAV_ITGB1",0.0137552648026419,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"221","OPC","endothelial","SPP1","ITGAV_ITGB1",0.00501319614071079,0.03,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"222","microglia","microglia","SPP1","ITGAV_ITGB1",0.00820767676224051,0.01,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"223","oligodendrocytes","microglia","SPP1","ITGAV_ITGB1",0.00568612760072987,0.01,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"224","microglia","neurons","SPP1","ITGAV_ITGB1",0.00713448209566222,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"225","oligodendrocytes","neurons","SPP1","ITGAV_ITGB1",0.00494099550834349,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"226","microglia","oligodendrocytes","SPP1","ITGAV_ITGB1",0.0139715822461302,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"227","oligodendrocytes","oligodendrocytes","SPP1","ITGAV_ITGB1",0.00969656793950322,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"228","OPC","oligodendrocytes","SPP1","ITGAV_ITGB1",0.00352475870135348,0.03,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"229","microglia","OPC","SPP1","ITGAV_ITGB1",0.034002655284624,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"230","oligodendrocytes","OPC","SPP1","ITGAV_ITGB1",0.0237461528461097,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"231","OPC","OPC","SPP1","ITGAV_ITGB1",0.00871052067186415,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"232","endothelial","astrocytes","SPP1","ITGAV_ITGB5",1.24498311641315e-06,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"233","microglia","astrocytes","SPP1","ITGAV_ITGB5",0.00780820484822223,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"234","oligodendrocytes","astrocytes","SPP1","ITGAV_ITGB5",0.00540871152318257,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"235","OPC","astrocytes","SPP1","ITGAV_ITGB5",0.00196069450309257,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"236","microglia","microglia","SPP1","ITGAV_ITGB5",0.00541229303155844,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"237","oligodendrocytes","microglia","SPP1","ITGAV_ITGB5",0.00374629321591614,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"238","OPC","microglia","SPP1","ITGAV_ITGB5",0.0013566110964146,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"239","microglia","astrocytes","SPP1","ITGA9_ITGB1",0.00468494562877843,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"240","oligodendrocytes","astrocytes","SPP1","ITGA9_ITGB1",0.00324210642107029,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"241","OPC","astrocytes","SPP1","ITGA9_ITGB1",0.00117365563804343,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"242","microglia","neurons","SPP1","ITGA8_ITGB1",0.00397128491715155,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"243","oligodendrocytes","neurons","SPP1","ITGA8_ITGB1",0.00274762757285699,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"244","OPC","neurons","SPP1","ITGA8_ITGB1",0.000994337585457105,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"245","microglia","OPC","SPP1","ITGA8_ITGB1",0.0096454176892464,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"246","oligodendrocytes","OPC","SPP1","ITGA8_ITGB1",0.00668514535683976,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"247","OPC","OPC","SPP1","ITGA8_ITGB1",0.00242539471936681,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"248","endothelial","endothelial","SPP1","ITGA5_ITGB1",1.50059371638236e-06,0.01,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"249","microglia","endothelial","SPP1","ITGA5_ITGB1",0.00939626595205733,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"250","oligodendrocytes","endothelial","SPP1","ITGA5_ITGB1",0.00651195790654067,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"251","OPC","endothelial","SPP1","ITGA5_ITGB1",0.00236229924641526,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"252","endothelial","astrocytes","NAMPT","INSR",0.0116691956120761,0,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"253","endothelial","endothelial","NAMPT","INSR",0.00826866042935179,0.02,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"254","endothelial","neurons","NAMPT","INSR",0.0229464915020554,0,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"255","neurons","neurons","NAMPT","INSR",0.00420541635427186,0.02,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"256","endothelial","oligodendrocytes","NAMPT","INSR",0.0229768121150717,0,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"257","endothelial","OPC","NAMPT","INSR",0.00896484071846984,0.03,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"258","astrocytes","endothelial","NAMPT","ITGA5_ITGB1",8.08147042195503e-05,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"259","endothelial","endothelial","NAMPT","ITGA5_ITGB1",0.00131102264482893,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"260","microglia","endothelial","NAMPT","ITGA5_ITGB1",0.000172976382352877,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"261","neurons","endothelial","NAMPT","ITGA5_ITGB1",0.000236003653320934,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"262","oligodendrocytes","endothelial","NAMPT","ITGA5_ITGB1",0.00020211974323704,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"263","OPC","endothelial","NAMPT","ITGA5_ITGB1",8.89169686594271e-05,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"264","astrocytes","endothelial","ANGPTL1","ITGA1_ITGB1",3.21227085982193e-05,0,"ANGPTL1_ITGA1_ITGB1","ANGPTL1 - (ITGA1+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"265","oligodendrocytes","endothelial","ANGPTL2","ITGA5_ITGB1",2.14871616762712e-06,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"266","OPC","endothelial","ANGPTL2","ITGA5_ITGB1",3.64615311622807e-06,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"267","oligodendrocytes","astrocytes","ANGPTL2","TLR4",6.32934649356242e-06,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"268","OPC","astrocytes","ANGPTL2","TLR4",1.07402269096511e-05,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"269","oligodendrocytes","microglia","ANGPTL2","TLR4",1.59560190517876e-05,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"270","OPC","microglia","ANGPTL2","TLR4",2.70754833340249e-05,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"271","oligodendrocytes","OPC","ANGPTL2","TLR4",5.32756055601898e-08,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"272","OPC","OPC","ANGPTL2","TLR4",9.04034240661579e-08,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"273","astrocytes","endothelial","ANGPTL4","ITGA5_ITGB1",4.39015395232532e-05,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845"
"274","astrocytes","endothelial","ANGPTL4","CDH5",2.70463598179786e-05,0,"ANGPTL4_CDH5","ANGPTL4 - CDH5","ANGPTL","Secreted Signaling","PMID: 30049845"
"275","astrocytes","astrocytes","ANGPTL4","CDH11",2.56791380901707e-06,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845"
"276","astrocytes","endothelial","ANGPTL4","CDH11",0.00011490439724356,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845"
"277","astrocytes","OPC","ANGPTL4","CDH11",3.1271877736629e-05,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845"
"278","astrocytes","astrocytes","ANGPTL4","SDC2",0.00017469178071185,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"279","astrocytes","microglia","ANGPTL4","SDC2",4.49509861435864e-06,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"280","astrocytes","astrocytes","ANGPTL4","SDC3",5.45729906214007e-05,0,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"281","astrocytes","endothelial","ANGPTL4","SDC3",1.86733152478233e-06,0,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"282","astrocytes","neurons","ANGPTL4","SDC3",4.61605424170543e-06,0,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"283","astrocytes","OPC","ANGPTL4","SDC3",4.41654866793288e-05,0,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"284","astrocytes","astrocytes","ANGPTL4","SDC4",0.000782851063130254,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031"
"285","astrocytes","endothelial","ANGPTL4","SDC4",5.46088756380753e-07,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031"
"286","astrocytes","endothelial","ANGPT1","TEK",4.44672356185438e-06,0,"ANGPT1_TEK","ANGPT1 - TEK","ANGPT","Secreted Signaling","PMID: 20651738"
"287","astrocytes","OPC","ANGPT1","TEK",1.15455530923121e-05,0,"ANGPT1_TEK","ANGPT1 - TEK","ANGPT","Secreted Signaling","PMID: 20651738"
"288","endothelial","endothelial","ANGPT2","TEK",3.50819881594791e-06,0.02,"ANGPT2_TEK","ANGPT2 - TEK","ANGPT","Secreted Signaling","PMID: 20651738"
